,Date,Open,High,Low,Close,Adj Close,Volume
78,2017-05-01,98.93,99.209999,98.889999,99.139999,99.139999,0.0
79,2017-05-02,99.07,99.220001,98.919998,98.980003,98.980003,0.0
80,2017-05-03,98.93,99.389999,98.889999,99.209999,99.209999,0.0
81,2017-05-04,99.349998,99.459999,98.709999,98.760002,98.760002,0.0
82,2017-05-05,98.769997,98.980003,98.540001,98.650002,98.650002,0.0
84,2017-05-08,98.5,99.18,98.5,99.150002,99.150002,0.0
85,2017-05-09,99.139999,99.690002,99.080002,99.589996,99.589996,0.0
86,2017-05-10,99.470001,99.720001,99.370003,99.669998,99.669998,0.0
87,2017-05-11,99.660004,99.889999,99.489998,99.620003,99.620003,0.0
88,2017-05-12,99.629997,99.699997,99.160004,99.25,99.25,0.0
90,2017-05-15,99.160004,99.260002,98.790001,98.910004,98.910004,0.0
91,2017-05-16,98.870003,98.889999,98.080002,98.110001,98.110001,0.0
92,2017-05-17,98.089996,98.129997,97.419998,97.419998,97.419998,0.0
93,2017-05-18,97.43,98.07,97.370003,97.879997,97.879997,0.0
94,2017-05-19,97.849998,97.849998,97.080002,97.150002,97.150002,0.0
96,2017-05-22,97.160004,97.440002,96.800003,96.980003,96.980003,0.0
97,2017-05-23,96.949997,97.419998,96.800003,97.349998,97.349998,0.0
98,2017-05-24,97.339996,97.470001,97.029999,97.239998,97.239998,0.0
99,2017-05-25,97.080002,97.279999,96.879997,97.25,97.25,0.0
100,2017-05-26,97.230003,97.550003,97.040001,97.400002,97.400002,0.0
102,2017-05-30,97.639999,97.779999,97.220001,97.279999,97.279999,0.0
103,2017-05-31,97.43,97.5,96.860001,96.919998,96.919998,0.0
104,2017-06-01,96.989998,97.32,96.900002,97.199997,97.199997,0.0
105,2017-06-02,97.190002,97.309998,96.650002,96.720001,96.720001,0.0
107,2017-06-05,96.68,96.970001,96.68,96.800003,96.800003,0.0
108,2017-06-06,96.790001,96.800003,96.519997,96.639999,96.639999,0.0
109,2017-06-07,96.540001,96.980003,96.510002,96.75,96.75,0.0
110,2017-06-08,96.699997,97.160004,96.589996,96.919998,96.919998,0.0
111,2017-06-09,97.190002,97.5,97.150002,97.269997,97.269997,0.0
113,2017-06-12,97.269997,97.32,97.040001,97.139999,97.139999,0.0
114,2017-06-13,97.169998,97.279999,96.949997,96.980003,96.980003,0.0
115,2017-06-14,97.0,97.129997,96.32,96.940002,96.940002,0.0
116,2017-06-15,96.93,97.559998,96.839996,97.43,97.43,0.0
117,2017-06-16,97.480003,97.559998,97.099998,97.160004,97.160004,0.0
119,2017-06-19,97.110001,97.580002,97.050003,97.529999,97.529999,0.0
120,2017-06-20,97.540001,97.870003,97.43,97.75,97.75,0.0
121,2017-06-21,97.730003,97.800003,97.519997,97.559998,97.559998,0.0
122,2017-06-22,97.540001,97.650002,97.43,97.540001,97.540001,0.0
123,2017-06-23,97.559998,97.580002,97.18,97.300003,97.300003,0.0
125,2017-06-26,97.300003,97.470001,97.110001,97.43,97.43,0.0
126,2017-06-27,97.43,97.449997,96.339996,96.470001,96.470001,0.0
127,2017-06-28,96.43,96.620003,95.970001,96.050003,96.050003,0.0
128,2017-06-29,96.040001,96.050003,95.529999,95.629997,95.629997,0.0
129,2017-06-30,95.540001,95.830002,95.470001,95.660004,95.660004,0.0
131,2017-07-03,95.620003,96.239998,95.620003,96.199997,96.199997,0.0
132,2017-07-05,96.190002,96.510002,96.07,96.290001,96.290001,0.0
133,2017-07-06,96.190002,96.339996,95.790001,95.82,95.82,0.0
134,2017-07-07,95.809998,96.150002,95.75,96.010002,96.010002,0.0
136,2017-07-10,96.040001,96.199997,95.949997,96.050003,96.050003,0.0
137,2017-07-11,96.07,96.209999,95.650002,95.739998,95.739998,0.0
138,2017-07-12,95.779999,95.980003,95.510002,95.790001,95.790001,0.0
139,2017-07-13,95.779999,95.919998,95.459999,95.730003,95.730003,0.0
140,2017-07-14,95.800003,95.830002,95.089996,95.110001,95.110001,0.0
142,2017-07-17,95.099998,95.349998,95.019997,95.129997,95.129997,0.0
143,2017-07-18,95.160004,95.190002,94.480003,94.660004,94.660004,0.0
144,2017-07-19,94.690002,94.889999,94.639999,94.800003,94.800003,0.0
145,2017-07-20,94.769997,95.169998,94.089996,94.269997,94.269997,0.0
146,2017-07-21,94.290001,94.360001,93.849998,93.940002,93.940002,0.0
148,2017-07-24,93.949997,94.120003,93.82,93.980003,93.980003,0.0
149,2017-07-25,94.029999,94.120003,93.639999,94.050003,94.050003,0.0
150,2017-07-26,94.089996,94.290001,93.400002,93.669998,93.669998,0.0
151,2017-07-27,93.459999,94.099998,93.150002,93.860001,93.860001,0.0
152,2017-07-28,93.870003,93.949997,93.260002,93.260002,93.260002,0.0
154,2017-07-31,93.360001,93.540001,92.779999,92.860001,92.860001,0.0
155,2017-08-01,92.889999,93.120003,92.779999,93.029999,93.029999,0.0
156,2017-08-02,93.059998,93.160004,92.550003,92.830002,92.830002,0.0
157,2017-08-03,92.900002,93.040001,92.68,92.809998,92.809998,0.0
158,2017-08-04,92.75,93.769997,92.699997,93.540001,93.540001,0.0
160,2017-08-07,93.5,93.540001,93.300003,93.43,93.43,0.0
161,2017-08-08,93.449997,93.879997,93.239998,93.639999,93.639999,0.0
162,2017-08-09,93.559998,93.889999,93.489998,93.519997,93.519997,0.0
163,2017-08-10,93.5,93.809998,93.32,93.400002,93.400002,0.0
164,2017-08-11,93.43,93.510002,92.93,93.07,93.07,0.0
166,2017-08-14,93.089996,93.5,93.050003,93.459999,93.459999,0.0
167,2017-08-15,93.470001,94.139999,93.440002,93.849998,93.849998,0.0
168,2017-08-16,93.839996,94.150002,93.480003,93.489998,93.489998,0.0
169,2017-08-17,93.440002,94.080002,93.309998,93.620003,93.620003,0.0
170,2017-08-18,93.68,93.760002,93.330002,93.43,93.43,0.0
172,2017-08-21,93.43,93.580002,93.0,93.099998,93.099998,0.0
173,2017-08-22,93.139999,93.580002,93.059998,93.550003,93.550003,0.0
174,2017-08-23,93.510002,93.629997,93.129997,93.150002,93.150002,0.0
175,2017-08-24,93.160004,93.379997,93.139999,93.279999,93.279999,0.0
176,2017-08-25,93.269997,93.440002,92.419998,92.739998,92.739998,0.0
178,2017-08-28,92.360001,92.550003,92.18,92.209999,92.209999,0.0
179,2017-08-29,92.220001,92.480003,91.620003,92.349998,92.349998,0.0
180,2017-08-30,92.300003,92.949997,92.25,92.879997,92.879997,0.0
181,2017-08-31,92.849998,93.349998,92.580002,92.669998,92.669998,0.0
182,2017-09-01,92.610001,92.93,92.099998,92.809998,92.809998,0.0
184,2017-09-05,92.599998,92.730003,92.18,92.309998,92.309998,0.0
185,2017-09-06,92.239998,92.379997,91.989998,92.290001,92.290001,0.0
186,2017-09-07,92.199997,92.25,91.410004,91.529999,91.529999,0.0
187,2017-09-08,91.489998,91.510002,91.010002,91.330002,91.330002,0.0
189,2017-09-11,91.860001,91.989998,91.419998,91.860001,91.860001,0.0
190,2017-09-12,91.860001,92.080002,91.769997,91.910004,91.910004,0.0
191,2017-09-13,91.879997,92.529999,91.709999,92.519997,92.519997,0.0
192,2017-09-14,92.349998,92.660004,92.029999,92.120003,92.120003,0.0
193,2017-09-15,92.0,92.169998,91.580002,91.870003,91.870003,0.0
195,2017-09-18,91.93,92.209999,91.800003,92.050003,92.050003,0.0
196,2017-09-19,91.980003,92.050003,91.75,91.790001,91.790001,0.0
197,2017-09-20,91.830002,92.699997,91.529999,92.510002,92.510002,0.0
198,2017-09-21,92.470001,92.660004,92.099998,92.260002,92.260002,0.0
199,2017-09-22,92.18,92.220001,91.779999,92.169998,92.169998,0.0
201,2017-09-25,92.32,92.720001,92.209999,92.650002,92.650002,0.0
202,2017-09-26,92.599998,93.290001,92.550003,92.970001,92.970001,0.0
203,2017-09-27,93.040001,93.610001,93.010002,93.360001,93.360001,0.0
204,2017-09-28,93.470001,93.669998,93.07,93.089996,93.089996,0.0
205,2017-09-29,93.169998,93.269997,92.949997,93.080002,93.080002,0.0
207,2017-10-02,93.290001,93.660004,93.120003,93.559998,93.559998,0.0
208,2017-10-03,93.599998,93.919998,93.43,93.57,93.57,0.0
209,2017-10-04,93.589996,93.589996,93.260002,93.459999,93.459999,0.0
210,2017-10-05,93.480003,93.989998,93.410004,93.959999,93.959999,0.0
211,2017-10-06,93.919998,94.269997,93.769997,93.800003,93.800003,0.0
213,2017-10-09,93.769997,93.839996,93.620003,93.739998,93.739998,0.0
214,2017-10-10,93.730003,93.739998,93.139999,93.290001,93.290001,0.0
215,2017-10-11,93.260002,93.370003,92.900002,92.959999,92.959999,0.0
216,2017-10-12,92.949997,93.230003,92.800003,93.120003,93.120003,0.0
217,2017-10-13,93.089996,93.239998,92.75,93.089996,93.089996,0.0
219,2017-10-16,93.07,93.360001,93.07,93.279999,93.279999,0.0
220,2017-10-17,93.32,93.730003,93.279999,93.489998,93.489998,0.0
221,2017-10-18,93.480003,93.800003,93.360001,93.360001,93.360001,0.0
222,2017-10-19,93.419998,93.550003,93.059998,93.269997,93.269997,0.0
223,2017-10-20,93.160004,93.779999,93.120003,93.699997,93.699997,0.0
225,2017-10-23,93.839996,94.019997,93.68,93.940002,93.940002,0.0
226,2017-10-24,93.830002,93.989998,93.68,93.959999,93.959999,0.0
227,2017-10-25,93.940002,94.010002,93.610001,93.709999,93.709999,0.0
228,2017-10-26,93.629997,94.720001,93.480003,94.610001,94.610001,0.0
229,2017-10-27,94.720001,95.150002,94.720001,94.919998,94.919998,0.0
231,2017-10-30,94.790001,94.900002,94.440002,94.489998,94.489998,0.0
232,2017-10-31,94.540001,94.699997,94.449997,94.550003,94.550003,0.0
233,2017-11-01,94.550003,94.849998,94.510002,94.82,94.82,0.0
234,2017-11-02,94.800003,94.800003,94.410004,94.690002,94.690002,0.0
235,2017-11-03,94.730003,95.019997,94.410004,94.940002,94.940002,0.0
237,2017-11-06,94.870003,95.080002,94.709999,94.720001,94.720001,0.0
238,2017-11-07,94.720001,95.150002,94.699997,94.910004,94.910004,0.0
239,2017-11-08,94.800003,94.970001,94.779999,94.870003,94.870003,0.0
240,2017-11-09,94.879997,94.959999,94.419998,94.440002,94.440002,0.0
241,2017-11-10,94.5,94.650002,94.260002,94.389999,94.389999,0.0
243,2017-11-13,94.410004,94.639999,94.400002,94.489998,94.489998,0.0
244,2017-11-14,94.519997,94.540001,93.75,93.830002,93.830002,0.0
245,2017-11-15,93.860001,93.910004,93.400002,93.809998,93.809998,0.0
246,2017-11-16,93.839996,94.0,93.769997,93.93,93.93,0.0
247,2017-11-17,93.870003,93.93,93.510002,93.660004,93.660004,0.0
249,2017-11-20,93.709999,94.099998,93.580002,94.080002,94.080002,0.0
250,2017-11-21,94.040001,94.169998,93.879997,93.949997,93.949997,0.0
251,2017-11-22,93.93,93.959999,93.209999,93.220001,93.220001,0.0
252,2017-11-24,93.129997,93.25,92.68,92.760002,92.760002,0.0
254,2017-11-27,92.690002,92.980003,92.5,92.900002,92.900002,0.0
255,2017-11-28,92.889999,93.339996,92.830002,93.260002,93.260002,0.0
256,2017-11-29,93.220001,93.440002,92.989998,93.260002,93.260002,0.0
257,2017-11-30,93.260002,93.510002,92.730003,93.010002,93.010002,0.0
258,2017-12-01,93.029999,93.25,92.599998,92.900002,92.900002,0.0
260,2017-12-04,93.220001,93.360001,93.07,93.190002,93.190002,0.0
261,2017-12-05,93.089996,93.489998,93.040001,93.379997,93.379997,0.0
262,2017-12-06,93.309998,93.650002,93.169998,93.610001,93.610001,0.0
263,2017-12-07,93.540001,93.800003,93.510002,93.800003,93.800003,0.0
264,2017-12-08,93.790001,94.089996,93.769997,93.900002,93.900002,0.0
266,2017-12-11,93.919998,93.980003,93.669998,93.870003,93.870003,0.0
267,2017-12-12,93.910004,94.220001,93.760002,94.099998,94.099998,0.0
268,2017-12-13,94.059998,94.110001,93.410004,93.43,93.43,0.0
269,2017-12-14,93.410004,93.760002,93.279999,93.489998,93.489998,0.0
270,2017-12-15,93.650002,94.0,93.410004,93.93,93.93,0.0
272,2017-12-18,93.980003,94.029999,93.379997,93.699997,93.699997,0.0
273,2017-12-19,93.709999,93.760002,93.43,93.470001,93.470001,0.0
274,2017-12-20,93.5,93.540001,93.160004,93.349998,93.349998,0.0
275,2017-12-21,93.309998,93.5,93.239998,93.279999,93.279999,0.0
276,2017-12-22,93.370003,93.559998,93.309998,93.349998,93.349998,0.0
278,2017-12-26,93.25,93.400002,93.199997,93.260002,93.260002,0.0
279,2017-12-27,93.300003,93.309998,92.959999,93.029999,93.029999,0.0
280,2017-12-28,93.0,93.019997,92.57,92.599998,92.599998,0.0
281,2017-12-29,92.669998,92.669998,92.080002,92.120003,92.120003,0.0
283,2018-01-02,92.239998,92.25,91.75,91.849998,91.849998,0.0
284,2018-01-03,91.82,92.260002,91.809998,92.160004,92.160004,0.0
285,2018-01-04,92.220001,92.260002,91.800003,91.849998,91.849998,0.0
286,2018-01-05,91.870003,92.099998,91.779999,91.949997,91.949997,0.0
288,2018-01-08,92.059998,92.400002,91.879997,92.330002,92.330002,0.0
289,2018-01-09,92.339996,92.639999,92.209999,92.529999,92.529999,0.0
290,2018-01-10,92.57,92.580002,91.919998,92.330002,92.330002,0.0
291,2018-01-11,92.330002,92.550003,91.790001,91.849998,91.849998,0.0
292,2018-01-12,91.849998,91.879997,90.900002,90.970001,90.970001,0.0
294,2018-01-16,90.440002,90.830002,90.339996,90.389999,90.389999,0.0
295,2018-01-17,90.400002,90.82,90.339996,90.540001,90.540001,0.0
296,2018-01-18,90.779999,91.0,90.110001,90.5,90.5,0.0
297,2018-01-19,90.5,90.980003,90.410004,90.57,90.57,0.0
299,2018-01-22,90.669998,90.699997,90.160004,90.400002,90.400002,0.0
300,2018-01-23,90.389999,90.699997,90.089996,90.120003,90.120003,0.0
301,2018-01-24,90.0,90.589996,89.209999,89.209999,89.209999,0.0
302,2018-01-25,89.32,90.110001,89.160004,89.389999,89.389999,0.0
303,2018-01-26,89.400002,89.580002,88.440002,89.07,89.07,0.0
305,2018-01-29,89.019997,89.620003,89.010002,89.309998,89.309998,0.0
306,2018-01-30,89.370003,89.639999,88.910004,89.190002,89.190002,0.0
307,2018-01-31,89.099998,89.300003,88.779999,89.129997,89.129997,0.0
308,2018-02-01,89.040001,89.330002,88.559998,88.669998,88.669998,0.0
309,2018-02-02,88.639999,89.43,88.589996,89.199997,89.199997,0.0
311,2018-02-05,89.190002,89.669998,89.019997,89.550003,89.550003,0.0
312,2018-02-06,89.660004,90.029999,89.370003,89.589996,89.589996,0.0
313,2018-02-07,89.629997,90.400002,89.470001,90.260002,90.260002,0.0
314,2018-02-08,90.269997,90.57,90.010002,90.230003,90.230003,0.0
315,2018-02-09,90.25,90.559998,90.120003,90.440002,90.440002,0.0
317,2018-02-12,90.330002,90.43,90.07,90.209999,90.209999,0.0
318,2018-02-13,90.089996,90.18,89.610001,89.699997,89.699997,0.0
319,2018-02-14,89.690002,90.120003,88.940002,89.120003,89.120003,0.0
320,2018-02-15,88.959999,89.0,88.540001,88.589996,88.589996,0.0
321,2018-02-16,88.57,89.230003,88.25,89.099998,89.099998,0.0
323,2018-02-20,89.239998,89.800003,89.220001,89.720001,89.720001,0.0
324,2018-02-21,89.709999,90.129997,89.589996,90.080002,90.080002,0.0
325,2018-02-22,90.160004,90.239998,89.639999,89.75,89.75,0.0
326,2018-02-23,89.779999,90.059998,89.760002,89.879997,89.879997,0.0
328,2018-02-26,89.879997,90.050003,89.5,89.82,89.82,0.0
329,2018-02-27,89.800003,90.5,89.690002,90.360001,90.360001,0.0
330,2018-02-28,90.410004,90.699997,90.309998,90.610001,90.610001,0.0
331,2018-03-01,90.669998,90.93,90.220001,90.32,90.32,0.0
332,2018-03-02,90.25,90.290001,89.879997,89.940002,89.940002,0.0
334,2018-03-05,89.830002,90.220001,89.830002,90.080002,90.080002,0.0
335,2018-03-06,89.959999,90.059998,89.5,89.620003,89.620003,0.0
336,2018-03-07,89.510002,89.779999,89.410004,89.639999,89.639999,0.0
337,2018-03-08,89.589996,90.230003,89.440002,90.120003,90.120003,0.0
338,2018-03-09,90.199997,90.360001,90.0,90.089996,90.089996,0.0
340,2018-03-12,90.110001,90.190002,89.839996,89.900002,89.900002,0.0
341,2018-03-13,89.910004,90.110001,89.589996,89.660004,89.660004,0.0
342,2018-03-14,89.699997,89.889999,89.559998,89.699997,89.699997,0.0
343,2018-03-15,89.75,90.169998,89.620003,90.139999,90.139999,0.0
344,2018-03-16,90.139999,90.379997,89.889999,90.230003,90.230003,0.0
346,2018-03-19,90.199997,90.349998,89.760002,89.900002,89.900002,0.0
347,2018-03-20,89.879997,90.449997,89.849998,90.370003,90.370003,0.0
348,2018-03-21,90.400002,90.400002,89.629997,89.779999,89.779999,0.0
349,2018-03-22,89.650002,89.959999,89.400002,89.860001,89.860001,0.0
350,2018-03-23,89.690002,89.739998,89.400002,89.440002,89.440002,0.0
352,2018-03-26,89.470001,89.519997,88.980003,89.029999,89.029999,0.0
353,2018-03-27,89.019997,89.629997,88.940002,89.370003,89.370003,0.0
354,2018-03-28,89.32,90.150002,89.25,90.059998,90.059998,0.0
355,2018-03-29,90.07,90.18,89.900002,90.150002,90.150002,0.0
357,2018-04-02,89.970001,90.150002,89.82,90.050003,90.050003,0.0
358,2018-04-03,90.019997,90.279999,89.849998,90.199997,90.199997,0.0
359,2018-04-04,90.160004,90.230003,89.919998,90.139999,90.139999,0.0
360,2018-04-05,90.089996,90.589996,90.07,90.459999,90.459999,0.0
361,2018-04-06,90.379997,90.599998,90.07,90.110001,90.110001,0.0
363,2018-04-09,90.07,90.269997,89.82,89.839996,89.839996,0.0
364,2018-04-10,89.830002,89.970001,89.540001,89.589996,89.589996,0.0
365,2018-04-11,89.580002,89.669998,89.360001,89.57,89.57,0.0
366,2018-04-12,89.519997,89.959999,89.440002,89.75,89.75,0.0
367,2018-04-13,89.760002,89.879997,89.660004,89.800003,89.800003,0.0
369,2018-04-16,89.769997,89.849998,89.389999,89.43,89.43,0.0
370,2018-04-17,89.410004,89.669998,89.230003,89.519997,89.519997,0.0
371,2018-04-18,89.510002,89.779999,89.449997,89.620003,89.620003,0.0
372,2018-04-19,89.620003,89.949997,89.5,89.940002,89.940002,0.0
373,2018-04-20,89.900002,90.480003,89.889999,90.32,90.32,0.0
375,2018-04-23,90.32,90.989998,90.32,90.940002,90.940002,0.0
376,2018-04-24,90.919998,91.080002,90.709999,90.769997,90.769997,0.0
377,2018-04-25,90.779999,91.260002,90.75,91.169998,91.169998,0.0
378,2018-04-26,91.209999,91.639999,90.959999,91.559998,91.559998,0.0
379,2018-04-27,91.580002,91.989998,91.489998,91.540001,91.540001,0.0
381,2018-04-30,91.529999,91.919998,91.480003,91.839996,91.839996,0.0
382,2018-05-01,91.809998,92.57,91.800003,92.449997,92.449997,0.0
383,2018-05-02,92.470001,92.830002,92.220001,92.510002,92.510002,0.0
384,2018-05-03,92.720001,92.760002,92.349998,92.410004,92.410004,0.0
385,2018-05-04,92.43,92.900002,92.349998,92.57,92.57,0.0
387,2018-05-07,92.57,92.970001,92.449997,92.75,92.75,0.0
388,2018-05-08,92.769997,93.279999,92.650002,93.120003,93.120003,0.0
389,2018-05-09,93.07,93.419998,92.839996,93.040001,93.040001,0.0
390,2018-05-10,93.080002,93.160004,92.540001,92.650002,92.650002,0.0
391,2018-05-11,92.690002,92.839996,92.370003,92.540001,92.540001,0.0
393,2018-05-14,92.550003,92.690002,92.239998,92.589996,92.589996,0.0
394,2018-05-15,92.650002,93.459999,92.610001,93.220001,93.220001,0.0
395,2018-05-16,93.309998,93.629997,93.139999,93.389999,93.389999,0.0
396,2018-05-17,93.260002,93.57,93.120003,93.470001,93.470001,0.0
397,2018-05-18,93.5,93.830002,93.339996,93.639999,93.639999,0.0
399,2018-05-21,93.669998,94.059998,93.510002,93.68,93.68,0.0
400,2018-05-22,93.540001,93.730003,93.290001,93.610001,93.610001,0.0
401,2018-05-23,93.550003,94.190002,93.510002,94.010002,94.010002,0.0
402,2018-05-24,93.919998,93.980003,93.610001,93.779999,93.779999,0.0
403,2018-05-25,93.800003,94.279999,93.75,94.190002,94.190002,0.0
405,2018-05-29,94.410004,95.029999,94.279999,94.830002,94.830002,0.0
406,2018-05-30,94.82,94.970001,94.040001,94.150002,94.150002,0.0
407,2018-05-31,94.07,94.25,93.720001,93.989998,93.989998,0.0
408,2018-06-01,93.949997,94.449997,93.879997,94.190002,94.190002,0.0
410,2018-06-04,94.160004,94.199997,93.660004,94.019997,94.019997,0.0
411,2018-06-05,94.059998,94.32,93.779999,93.889999,93.889999,0.0
412,2018-06-06,93.879997,93.889999,93.419998,93.660004,93.660004,0.0
413,2018-06-07,93.589996,93.589996,93.209999,93.400002,93.400002,0.0
414,2018-06-08,93.440002,93.82,93.389999,93.550003,93.550003,0.0
416,2018-06-11,93.540001,93.68,93.370003,93.580002,93.580002,0.0
417,2018-06-12,93.669998,93.910004,93.470001,93.800003,93.800003,0.0
418,2018-06-13,93.830002,94.029999,93.519997,93.709999,93.709999,0.0
419,2018-06-14,93.5,94.870003,93.190002,94.769997,94.769997,0.0
420,2018-06-15,94.910004,95.129997,94.650002,94.790001,94.790001,0.0
422,2018-06-18,94.790001,95.050003,94.699997,94.75,94.75,0.0
423,2018-06-19,94.739998,95.300003,94.529999,95.089996,95.089996,0.0
424,2018-06-20,94.970001,95.300003,94.919998,95.059998,95.059998,0.0
425,2018-06-21,95.129997,95.529999,94.68,94.870003,94.870003,0.0
426,2018-06-22,94.860001,94.879997,94.43,94.519997,94.519997,0.0
428,2018-06-25,94.5,94.699997,94.209999,94.279999,94.279999,0.0
429,2018-06-26,94.290001,94.769997,94.169998,94.68,94.68,0.0
430,2018-06-27,94.669998,95.419998,94.529999,95.290001,95.290001,0.0
431,2018-06-28,95.269997,95.529999,95.089996,95.389999,95.389999,0.0
432,2018-06-29,95.300003,95.32,94.480003,94.629997,94.629997,0.0
434,2018-07-02,94.629997,95.139999,94.529999,94.870003,94.870003,0.0
435,2018-07-03,94.839996,94.980003,94.559998,94.589996,94.589996,0.0
436,2018-07-05,94.510002,94.589996,94.18,94.470001,94.470001,0.0
437,2018-07-06,94.360001,94.489998,93.919998,94.040001,94.040001,0.0
439,2018-07-09,93.970001,94.209999,93.709999,94.080002,94.080002,0.0
440,2018-07-10,94.059998,94.480003,94.019997,94.110001,94.110001,0.0
441,2018-07-11,94.199997,94.769997,94.089996,94.720001,94.720001,0.0
442,2018-07-12,94.699997,94.940002,94.639999,94.809998,94.809998,0.0
443,2018-07-13,94.900002,95.239998,94.669998,94.75,94.75,0.0
445,2018-07-16,94.690002,94.769997,94.410004,94.510002,94.510002,0.0
446,2018-07-17,94.550003,95.059998,94.300003,94.970001,94.970001,0.0
447,2018-07-18,95.029999,95.410004,94.959999,95.080002,95.080002,0.0
448,2018-07-19,95.080002,95.650002,94.93,95.169998,95.169998,0.0
449,2018-07-20,95.129997,95.279999,94.360001,94.459999,94.459999,0.0
